          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total    287  recv_total    315

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    6) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
         
node   2 sent_total    279  recv_total    285

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    6) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    5) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    4) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
          (   2,    0) (   0,    2) (   0,    0) (   0,    0) (   0,    0) (   2,    0) (   0,    3) (   0,    0) (   0,    0) (   0,    0)
